geometry
"POLYGON ((-735854.4582608695 -1046461.4300000016, -734378.3195652175 -1046461.4300000016, -734378.3195652175 -1048003.7012500016, -735854.4582608695 -1048003.7012500016, -735854.4582608695 -1046461.4300000016))"
"POLYGON ((-734378.3195652175 -1046461.4300000016, -732902.1808695653 -1046461.4300000016, -732902.1808695653 -1048003.7012500016, -734378.3195652175 -1048003.7012500016, -734378.3195652175 -1046461.4300000016))"
"POLYGON ((-732902.1808695653 -1046461.4300000016, -731426.0421739133 -1046461.4300000016, -731426.0421739133 -1048003.7012500016, -732902.1808695653 -1048003.7012500016, -732902.1808695653 -1046461.4300000016))"
"POLYGON ((-731426.0421739133 -1046461.4300000016, -729949.9034782612 -1046461.4300000016, -729949.9034782612 -1048003.7012500016, -731426.0421739133 -1048003.7012500016, -731426.0421739133 -1046461.4300000016))"
"POLYGON ((-729949.9034782612 -1046461.4300000016, -728473.7647826092 -1046461.4300000016, -728473.7647826092 -1048003.7012500016, -729949.9034782612 -1048003.7012500016, -729949.9034782612 -1046461.4300000016))"
"POLYGON ((-728473.7647826092 -1046461.4300000016, -726997.626086957 -1046461.4300000016, -726997.626086957 -1048003.7012500016, -728473.7647826092 -1048003.7012500016, -728473.7647826092 -1046461.4300000016))"
"POLYGON ((-726997.626086957 -1046461.4300000016, -725521.487391305 -1046461.4300000016, -725521.487391305 -1048003.7012500016, -726997.626086957 -1048003.7012500016, -726997.626086957 -1046461.4300000016))"
"POLYGON ((-725521.487391305 -1046461.4300000016, -724045.3486956529 -1046461.4300000016, -724045.3486956529 -1048003.7012500016, -725521.487391305 -1048003.7012500016, -725521.487391305 -1046461.4300000016))"
"POLYGON ((-724045.3486956529 -1046461.4300000016, -722569.2100000009 -1046461.4300000016, -722569.2100000009 -1048003.7012500016, -724045.3486956529 -1048003.7012500016, -724045.3486956529 -1046461.4300000016))"
"POLYGON ((-755044.2613043465 -1044919.1587500016, -753568.1226086944 -1044919.1587500016, -753568.1226086944 -1046461.4300000016, -755044.2613043465 -1046461.4300000016, -755044.2613043465 -1044919.1587500016))"
"POLYGON ((-753568.1226086944 -1044919.1587500016, -752091.9839130423 -1044919.1587500016, -752091.9839130423 -1046461.4300000016, -753568.1226086944 -1046461.4300000016, -753568.1226086944 -1044919.1587500016))"
"POLYGON ((-752091.9839130423 -1044919.1587500016, -750615.8452173902 -1044919.1587500016, -750615.8452173902 -1046461.4300000016, -752091.9839130423 -1046461.4300000016, -752091.9839130423 -1044919.1587500016))"
"POLYGON ((-750615.8452173902 -1044919.1587500016, -749139.7065217382 -1044919.1587500016, -749139.7065217382 -1046461.4300000016, -750615.8452173902 -1046461.4300000016, -750615.8452173902 -1044919.1587500016))"
"POLYGON ((-749139.7065217382 -1044919.1587500016, -747663.5678260861 -1044919.1587500016, -747663.5678260861 -1046461.4300000016, -749139.7065217382 -1046461.4300000016, -749139.7065217382 -1044919.1587500016))"
"POLYGON ((-747663.5678260861 -1044919.1587500016, -746187.4291304341 -1044919.1587500016, -746187.4291304341 -1046461.4300000016, -747663.5678260861 -1046461.4300000016, -747663.5678260861 -1044919.1587500016))"
"POLYGON ((-746187.4291304341 -1044919.1587500016, -744711.2904347819 -1044919.1587500016, -744711.2904347819 -1046461.4300000016, -746187.4291304341 -1046461.4300000016, -746187.4291304341 -1044919.1587500016))"
"POLYGON ((-744711.2904347819 -1044919.1587500016, -743235.1517391299 -1044919.1587500016, -743235.1517391299 -1046461.4300000016, -744711.2904347819 -1046461.4300000016, -744711.2904347819 -1044919.1587500016))"
"POLYGON ((-743235.1517391299 -1044919.1587500016, -741759.0130434778 -1044919.1587500016, -741759.0130434778 -1046461.4300000016, -743235.1517391299 -1046461.4300000016, -743235.1517391299 -1044919.1587500016))"
"POLYGON ((-741759.0130434778 -1044919.1587500016, -740282.8743478258 -1044919.1587500016, -740282.8743478258 -1046461.4300000016, -741759.0130434778 -1046461.4300000016, -741759.0130434778 -1044919.1587500016))"
"POLYGON ((-740282.8743478258 -1044919.1587500016, -738806.7356521736 -1044919.1587500016, -738806.7356521736 -1046461.4300000016, -740282.8743478258 -1046461.4300000016, -740282.8743478258 -1044919.1587500016))"
